number,discovery_date,discovery_site,discoverer,category,diameter_km
4371,"April 10, 1983",Nauchnij,L. I. Chernykh,·,5.6
4372,"October 3, 1984",Harvard Observatory,Oak Ridge Observatory,KOR,8.2
4373,"August 14, 1985",Anderson Mesa,E. Bowell,·,5.0
4374,"January 31, 1987",Toyota,"K. Suzuki , T. Urata",·,5.7
4375,"February 28, 1987",Ojima,"T. Niijima , T. Urata",(2076),5.2
4376,"March 20, 1987",Ojima,"T. Niijima, T. Urata",·,5.0
4377,"April 4, 1987",Ojima,"T. Niijima, T. Urata",·,9.5
4378,"May 14, 1988",La Silla,W. Landgraf,·,11.0
4379,"August 13, 1988",Palomar,"C. S. Shoemaker , E. M. Shoemaker",·,20.0
4380,"August 14, 1988",Haute-Provence,E. W. Elst,EOS,17.0
4381,"November 22, 1989",Uenohara,N. Kawasato,EOS,20.0
4382,"November 29, 1989",Tautenburg Observatory,F. Börngen,·,8.7
4383,"December 1, 1989",Gekko,Y. Oshima,moon,6.5
4384,"January 3, 1990",Okutama,"Hioki, T., Hayakawa, S.",EUN,8.6
4385,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",THM,11.0
4386,"September 26, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,16.0
4387,"September 19, 1973",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,7.1
4388,"November 3, 1964",Brooklyn,Indiana University,·,4.7
4389,"April 1, 1976",Nauchnij,N. S. Chernykh,KOR,10.0
4390,"April 5, 1976",El Leoncito,Félix Aguilar Observatory,·,11.0
4391,"August 21, 1977",Nauchnij,N. S. Chernykh,·,3.4
4392,"September 13, 1978",Nauchnij,N. S. Chernykh,·,4.8
4393,"November 7, 1978",Palomar,"E. F. Helin , S. J. Bus",THM,15.0
4394,"March 2, 1981",Siding Spring,S. J. Bus,·,2.6
4395,"March 2, 1981",Siding Spring,S. J. Bus,EOS,11.0
4396,"May 3, 1981",Anderson Mesa,E. Bowell,·,4.7
4397,"May 9, 1981",El Leoncito,Félix Aguilar Observatory,·,4.6
4398,"April 23, 1984",La Silla,W. Ferreri,·,6.9
4399,"October 21, 1984",Geisei,T. Seki,EUN,8.8
4400,"August 24, 1985",Smolyan,Bulgarian National Observatory,·,5.4
4401,"October 14, 1985",Palomar,C. S. Shoemaker,AMO + 1 km (0.62 mi),1.8
4402,"February 25, 1987",Ojima,"T. Niijima , T. Urata",·,9.2
4403,"March 2, 1987",Gekko,Y. Oshima,·,4.8
4404,"April 2, 1987",Palomar,A. Maury,·,6.2
4405,"August 21, 1987",Kleť,A. Mrkos,·,16.0
4406,"December 22, 1987",Tautenburg Observatory,F. Börngen,THM,13.0
4407,"October 13, 1988",Ayashi Station,M. Koishikawa,·,9.3
4408,"October 4, 1988",Kleť,A. Mrkos,·,8.6
4409,"June 30, 1989",Lake Tekapo,"A. C. Gilmore , P. M. Kilmartin",·,12.0
4410,"December 17, 1989",Kushiro,"S. Ueda , H. Kaneda",EOS,14.0
4411,"January 3, 1990",Geisei,T. Seki,moon,4.4
4412,"September 26, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",THM,15.0
4413,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,5.1
4414,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,9.0
4415,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,3.2
4416,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,3.0
4417,"April 8, 1931",Heidelberg,K. Reinmuth,GEF,11.0
4418,"October 9, 1931",Heidelberg,K. Reinmuth,EUN,7.0
4419,"April 24, 1932",Heidelberg,K. Reinmuth,·,10.0
4420,"August 15, 1936",Crimea-Simeis,G. N. Neujmin,·,16.0
4421,"January 14, 1942",Heidelberg,K. Reinmuth,·,9.2
4422,"October 17, 1942",Algiers,L. Boyer,·,6.3
4423,"April 4, 1949",Brooklyn,Indiana University,CYB,9.9
4424,"February 16, 1967",Nauchnij,T. M. Smirnova,·,24.0
4425,"October 30, 1967",Hamburg-Bergedorf,L. Kohoutek,NYS,5.3
4426,"October 15, 1969",Nauchnij,L. I. Chernykh,AGN,11.0
4427,"August 30, 1971",Nauchnij,T. M. Smirnova,EOS,12.0
4428,"September 18, 1977",Nauchnij,N. S. Chernykh,slow,6.0
4429,"September 12, 1978",Nauchnij,N. S. Chernykh,NYS,2.9
4430,"September 26, 1978",Nauchnij,L. V. Zhuravleva,·,8.9
4431,"November 28, 1978",Nanking,Purple Mountain,EOS,24.0
4432,"March 2, 1981",Siding Spring,S. J. Bus,·,3.0
4433,"August 30, 1981",Anderson Mesa,E. Bowell,·,8.4
4434,"September 8, 1981",Nauchnij,L. V. Zhuravleva,·,5.1
4435,"January 13, 1983",Palomar,C. S. Shoemaker,moon,5.0
4436,"March 9, 1983",Anderson Mesa,E. Barr,URS,31.0
4437,"April 10, 1983",Nauchnij,L. I. Chernykh,·,4.7
4438,"November 29, 1983",Anderson Mesa,E. Bowell,·,27.0
4439,"November 2, 1984",Geisei,T. Seki,·,12.0
4440,"December 23, 1984",Haute-Provence,F. Dossin,H · moon,2.1
4441,"January 26, 1985",Geisei,T. Seki,·,6.5
4442,"September 14, 1985",Kitt Peak,Spacewatch,·,15.0
4443,"September 10, 1985",La Silla,H. Debehogne,slow,4.6
4444,"September 16, 1985",La Silla,"Norgaard-Nielsen, H. U., Hansen, L., Christensen, P. R.",V,4.0
4445,"October 15, 1985",Toyota,"K. Suzuki , T. Urata",·,4.1
4446,"October 15, 1985",Anderson Mesa,E. Bowell,T j (2.97) · 3:2,29.0
4447,"November 7, 1985",Anderson Mesa,E. Bowell,KOR,10.0
4448,"March 5, 1986",Palomar,C. S. Shoemaker,·,13.0
4449,"September 3, 1987",Nauchnij,L. I. Chernykh,·,30.0
4450,"September 25, 1987",Palomar,"C. S. Shoemaker , E. M. Shoemaker",APO + 1 km (0.62 mi) · PHA,1.2
4451,"May 9, 1988",Palomar,C. S. Shoemaker,·,10.0
4452,"September 7, 1988",Brorfelde,P. Jensen,EUN,16.0
4453,"November 3, 1988",Brorfelde,P. Jensen,EOS,11.0
4454,"November 2, 1988",Kushiro,"S. Ueda , H. Kaneda",·,13.0
4455,"December 2, 1988",Kushiro,"S. Ueda, H. Kaneda",EOS,14.0
4456,"July 27, 1989",Siding Spring,R. H. McNaught,·,7.6
4457,"September 3, 1989",Haute-Provence,E. W. Elst,·,10.0
4458,"January 21, 1990",Yatsugatake,"Y. Kushida , O. Muramatsu",·,12.0
4459,"January 30, 1990",Kushiro,"Matsuyama, M., K. Watanabe",slow,4.2
4460,"February 28, 1990",Kitami,"K. Endate , K. Watanabe",·,39.0
4461,"March 5, 1990",Dynic,A. Sugie,BRA,17.0
4462,"April 24, 1952",Fort Davis,McDonald Observatory,THM,19.0
4463,"October 28, 1954",Brooklyn,Indiana University,THM,14.0
4464,"October 11, 1966",Nauchnij,N. S. Chernykh,H,3.6
4465,"October 14, 1969",Nauchnij,B. A. Burnasheva,NYS ·,10.0
4466,"September 23, 1971",Nauchnij,Crimean Astrophysical Observatory,·,11.0
4467,"November 2, 1975",Nauchnij,T. M. Smirnova,EUN ·,13.0
4468,"September 24, 1976",Nauchnij,N. S. Chernykh,·,4.2
4469,"August 1, 1978",Bickley,Perth Observatory,·,4.8
4470,"August 31, 1978",Nauchnij,N. S. Chernykh,THM,16.0
4471,"November 8, 1978",Zimmerwald,P. Wild,·,12.0
4472,"October 15, 1980",Nauchnij,N. S. Chernykh,slow,5.1
4473,"February 28, 1981",Siding Spring,S. J. Bus,EOS,13.0
4474,"August 24, 1981",La Silla,H. Debehogne,THM,13.0
4475,"October 20, 1982",Nauchnij,L. G. Karachkina,·,5.3
4476,"February 19, 1983",Anderson Mesa,E. Bowell,NYS,6.7
4477,"September 28, 1983",Smolyan,Bulgarian National Observatory,·,4.8
4478,"April 23, 1984",La Silla,"W. Ferreri , V. Zappalà",·,3.5
4479,"February 10, 1985",La Silla,H. Debehogne,MRX,6.9
4480,"August 24, 1985",Nauchnij,N. S. Chernykh,NYS ·,9.3
4481,"September 14, 1985",Anderson Mesa,E. Bowell,·,4.2
4482,"September 1, 1986",Palomar,A. Maury,PHO,7.1
4483,"September 9, 1986",Nauchnij,L. G. Karachkina,H,5.8
4484,"February 25, 1987",Brorfelde,P. Jensen,·,16.0
4485,"August 27, 1987",Nauchnij,L. I. Chernykh,EOS,14.0
4486,"September 22, 1987",Smolyan,"E. W. Elst , V. G. Shkodrov",APO + 1 km (0.62 mi) · PHA,1.8
4487,"October 17, 1987",Palomar,C. S. Shoemaker,AMO +1 km (0.62 mi),1.1
4488,"October 21, 1987",Toyota,"K. Suzuki , T. Urata",·,4.5
4489,"January 15, 1988",Anderson Mesa,E. Bowell,L4,77.0
4490,"July 14, 1988",Palomar,"E. F. Helin , B. Roman",H,9.3
4491,"September 7, 1988",Kitami,"K. Endate , K. Watanabe",·,5.1
4492,"September 17, 1988",Haute-Provence,E. W. Elst,moon,17.0
4493,"October 14, 1988",Chiyoda,T. Kojima,EOS,17.0
4494,"October 13, 1988",Kushiro,"S. Ueda , H. Kaneda",moon,7.2
4495,"November 6, 1988",Yorii,"M. Arai , H. Mori",3:2 · slow,24.0
4496,"December 9, 1988",Geisei,T. Seki,·,7.2
4497,"January 4, 1989",Kitami,"K. Endate , K. Watanabe",·,7.8
4498,"January 5, 1989",Geisei,T. Seki,EOS,17.0
4499,"January 4, 1989",Siding Spring,R. H. McNaught,·,16.0
4500,"February 3, 1989",Kushiro,"S. Ueda , H. Kaneda",·,16.0
4501,"February 4, 1989",La Silla,E. W. Elst,L4,46.0
4502,"May 29, 1989",Palomar,H. E. Holt,EUN,12.0
4503,"November 28, 1989",Palomar,C. S. Shoemaker,AMO + 1 km (0.62 mi),2.4
4504,"December 21, 1989",Siding Spring,R. H. McNaught,MAR,7.4
4505,"February 20, 1990",Geisei,T. Seki,EOS,19.0
4506,"March 24, 1990",Stakenbridge,B. G. W. Manning,KOR,8.8
4507,"March 19, 1990",Fujieda,"Shiozawa, H., M. Kizawa",KOR,11.0
4508,"March 27, 1990",Kitami,"K. Endate , K. Watanabe",·,4.6
4509,"September 23, 1917",Crimea-Simeis,S. Belyavsky,·,12.0
4510,"December 13, 1930",Flagstaff,C. W. Tombaugh,V,6.8
4511,"September 28, 1935",Johannesburg,H. van Gent,PHO,8.2
4512,"January 20, 1939",Turku,Y. Väisälä,·,11.0
4513,"August 30, 1971",Nauchnij,T. M. Smirnova,EOS,13.0
4514,"April 19, 1972",Nauchnij,T. M. Smirnova,moon,5.8
4515,"September 28, 1973",Nauchnij,N. S. Chernykh,NYS,5.3
4516,"September 28, 1973",Nauchnij,N. S. Chernykh,HOF ·,7.8
4517,"September 30, 1975",Palomar,S. J. Bus,·,3.4
4518,"April 1, 1976",Nauchnij,N. S. Chernykh,V,4.3
4519,"December 18, 1976",Nauchnij,N. S. Chernykh,·,5.0
4520,"August 22, 1977",Nauchnij,N. S. Chernykh,·,5.9
4521,"March 29, 1979",Nauchnij,N. S. Chernykh,·,20.0
4522,"January 22, 1980",Anderson Mesa,E. Bowell,ADE,21.0
4523,"February 28, 1981",Siding Spring,S. J. Bus,ADE,16.0
4524,"September 8, 1981",Nauchnij,L. V. Zhuravleva,V · slow,12.0
4525,"May 15, 1982",Palomar,"E. F. Helin , E. M. Shoemaker , Wilder, P. D.",·,9.8
4526,"May 22, 1982",Kiso,"H. Kosai , K. Furukawa",EUN · slow,10.0
4527,"July 24, 1982",Anderson Mesa,E. Bowell,·,3.9
4528,"August 13, 1983",Anderson Mesa,E. Bowell,moon,9.4
4529,"March 1, 1984",Anderson Mesa,E. Bowell,EOS,10.0
4530,"March 1, 1984",Anderson Mesa,E. Bowell,HYG,16.0
4531,"March 20, 1985",Palomar,C. S. Shoemaker,H,2.2
4532,"April 15, 1985",Anderson Mesa,E. Bowell,EOS · slow,14.0
4533,"March 7, 1986",Palomar,C. S. Shoemaker,PHO,7.5
4534,"August 6, 1986",Nauchnij,N. S. Chernykh,·,16.0
4535,"August 28, 1986",La Silla,H. Debehogne,·,10.0
4536,"February 22, 1987",La Silla,H. Debehogne,·,4.0
4537,"September 2, 1987",Nauchnij,L. I. Chernykh,EOS ·,14.0
4538,"October 10, 1988",Toyota,K. Suzuki,slow,7.2
4539,"November 8, 1988",Ayashi Station,M. Koishikawa,·,10.0
4540,"November 6, 1988",Bologna,San Vittore,·,15.0
4541,"January 1, 1989",Toyota,"K. Suzuki , T. Furuta",moon,6.3
4542,"January 30, 1989",Bologna,San Vittore,EOS,18.0
4543,"February 2, 1989",Palomar,C. S. Shoemaker,L4,64.0
4544,"March 31, 1989",Palomar,"H. E. Holt , N. G. Thomas",APO + 1 km (0.62 mi),1.3
4545,"September 28, 1989",La Silla,H. Debehogne,THM,17.0
4546,"March 2, 1990",La Silla,E. W. Elst,V,5.7
4547,"May 16, 1990",JCPM Sapporo,"K. Endate , K. Watanabe",·,33.0
4548,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,5.2
4549,"September 29, 1973",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",NYS,5.5
4550,"April 24, 1977",Palomar,S. J. Bus,·,13.0
4551,"June 28, 1979",Anderson Mesa,E. Bowell,·,7.6
4552,"May 11, 1980",Kleť,A. Mrkos,·,6.2
4553,"September 15, 1982",Anderson Mesa,E. Bowell,EUN,9.0
4554,"October 28, 1986",Kleť,A. Mrkos,·,26.0
4555,"August 24, 1987",Palomar,S. Singer-Brewster,·,3.1
4556,"August 27, 1987",Nauchnij,L. G. Karachkina,·,5.2
4557,"December 14, 1987",Kitami,"M. Yanai , K. Watanabe",EOS,14.0
4558,"July 12, 1988",Palomar,"A. Maury , J. E. Mueller",slow,7.3
4559,"January 11, 1989",Tautenburg Observatory,F. Börngen,EOS,11.0
4560,"December 16, 1976",Nauchnij,L. I. Chernykh,·,12.0
4561,"September 13, 1978",Nauchnij,N. S. Chernykh,·,10.0
4562,"October 21, 1979",Nanking,Purple Mountain,·,15.0
4563,"July 17, 1980",Anderson Mesa,E. Bowell,·,5.1
4564,"March 6, 1981",Siding Spring,S. J. Bus,EUN,5.1
4565,"March 2, 1981",Siding Spring,S. J. Bus,EUN,7.4
4566,"November 27, 1981",Nanking,Purple Mountain,·,11.0
4567,"September 17, 1982",Kleť,"Mahrová, M.",EUN,12.0
4568,"September 2, 1983",Anderson Mesa,N. G. Thomas,EOS,15.0
4569,"April 15, 1985",Palomar,C. S. Shoemaker,MAR,9.4
4570,"August 14, 1985",Anderson Mesa,E. Bowell,slow,3.9
4571,"September 8, 1985",La Silla,H. Debehogne,THM,15.0
4572,"September 8, 1986",Brorfelde,P. Jensen,·,8.1
4573,"October 5, 1986",Piwnice,M. Antal,EOS,15.0
4574,"December 20, 1986",Ojima,"T. Niijima , T. Urata",EOS,12.0
4575,"June 26, 1987",Palomar,E. F. Helin,EOS,20.0
4576,"February 10, 1988",Chiyoda,T. Kojima,EOS,17.0
4577,"November 30, 1988",Yatsugatake,"Y. Kushida , Inoue, M.",·,11.0
4578,"December 7, 1988",Geisei,T. Seki,·,12.0
4579,"January 11, 1989",Tautenburg Observatory,F. Börngen,MAS,4.5
4580,"March 4, 1989",Palomar,E. F. Helin,EUN,10.0
4581,"March 31, 1989",Palomar,"H. E. Holt , N. G. Thomas",APO · PHA,0.25
4582,"March 31, 1989",Palomar,C. S. Shoemaker,ADE,17.0
4583,"September 1, 1989",Smolyan,Bulgarian National Observatory,·,14.0
4584,"March 16, 1990",Kushiro,"Matsuyama, M., K. Watanabe",DOR,15.0
4585,"May 16, 1990",Kitami,"K. Endate , K. Watanabe",CLO,11.0
4586,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,4.4
4587,"September 30, 1973",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",·,3.5
4588,"March 13, 1931",Heidelberg,M. F. Wolf,·,14.0
4589,"July 24, 1933",Heidelberg,K. Reinmuth,NYS,6.4
4590,"July 25, 1968",Cerro El Roble,"Plyugin, G. A., Yu. A. Belyaev",PHO,5.8
4591,"November 1, 1975",Nauchnij,T. M. Smirnova,·,6.4
4592,"September 24, 1979",Nauchnij,N. S. Chernykh,THM,14.0
4593,"March 16, 1980",La Silla,C.-I. Lagerkvist,EOS,12.0
4594,"May 17, 1980",Nauchnij,L. I. Chernykh,·,4.0
4595,"March 2, 1981",Siding Spring,S. J. Bus,·,3.8
4596,"August 28, 1981",Palomar,C. T. Kowal,AMO + 1 km (0.62 mi),1.8
4597,"October 30, 1983",Palomar,S. J. Bus,·,16.0
4598,"August 15, 1985",Anderson Mesa,E. Bowell,EOS,11.0
4599,"September 5, 1985",La Silla,H. Debehogne,·,13.0
4600,"September 10, 1985",La Silla,H. Debehogne,EOS,13.0
4601,"June 3, 1986",Palomar,"Rudnyk, M.",EUN,9.0
4602,"October 28, 1986",Caussols,CERGA,EUN,8.1
4603,"November 25, 1986",Caussols,CERGA,slow,22.0
4604,"September 18, 1987",Toyota,"K. Suzuki , T. Urata",·,4.5
4605,"September 18, 1987",Nauchnij,L. I. Chernykh,·,4.5
4606,"October 27, 1987",Geisei,T. Seki,·,6.7
4607,"November 25, 1987",Kitami,"K. Endate , K. Watanabe",moon,7.4
4608,"January 19, 1988",La Silla,H. Debehogne,·,7.6
4609,"February 13, 1988",La Silla,E. W. Elst,·,29.0
4610,"March 26, 1989",Kleť,A. Mrkos,·,9.9
4611,"April 5, 1989",La Silla,"Geffert, M.",EUN,11.0
4612,"May 2, 1989",Palomar,E. F. Helin,·,7.7
4613,"July 22, 1990",JCPM Sapporo,K. Watanabe,·,11.0
4614,"August 21, 1990",Kani,"Y. Mizuno , T. Furuta",slow,6.1
4615,"September 13, 1923",Heidelberg,K. Reinmuth,·,11.0
4616,"January 17, 1975",Nauchnij,L. I. Chernykh,THM,14.0
4617,"February 22, 1976",El Leoncito,Félix Aguilar Observatory,·,33.0
4618,"September 12, 1977",Nauchnij,N. S. Chernykh,·,9.9
4619,"September 11, 1977",Nauchnij,N. S. Chernykh,·,9.1
4620,"July 28, 1978",Bickley,Perth Observatory,·,3.8
4621,"August 27, 1979",Nauchnij,N. S. Chernykh,·,5.7
4622,"November 16, 1979",Nauchnij,L. I. Chernykh,·,12.0
4623,"October 24, 1981",Nauchnij,L. I. Chernykh,KOR,9.7
4624,"March 23, 1982",Palomar,C. S. Shoemaker,·,14.0
4625,"October 20, 1982",Nauchnij,L. G. Karachkina,·,6.5
4626,"December 23, 1984",Nauchnij,L. G. Karachkina,·,4.7
4627,"September 5, 1985",La Silla,H. Debehogne,KOR,10.0
4628,"September 7, 1986",Smolyan,E. W. Elst,EUN ·,19.0
4629,"October 7, 1986",Palomar,E. F. Helin,ADE ·,9.7
4630,"November 18, 1987",Chions,J. M. Baur,·,7.5
4631,"November 22, 1987",Kushiro,"S. Ueda , H. Kaneda",·,5.5
4632,"December 17, 1987",Chiyoda,T. Kojima,·,5.3
4633,"January 14, 1988",La Silla,H. Debehogne,THM,13.0
4634,"January 16, 1988",Kobuchizawa,"Inoue, M., O. Muramatsu",·,6.4
4635,"January 21, 1988",Haute-Provence,E. W. Elst,slow,10.0
4636,"February 13, 1988",La Silla,E. W. Elst,EUN,6.8
4637,"February 8, 1989",Chions,J. M. Baur,NYS,6.3
4638,"March 2, 1989",Siding Spring,R. H. McNaught,·,4.6
4639,"March 5, 1989",Geisei,T. Seki,RAF,6.9
4640,"April 1, 1989",Yatsugatake,"Y. Kushida , O. Muramatsu",·,6.1
4641,"August 30, 1990",Kitami,"K. Endate , K. Watanabe",·,3.5
4642,"August 23, 1990",Palomar,H. E. Holt,THM,17.0
4643,"August 23, 1990",Palomar,H. E. Holt,·,5.7
4644,"September 16, 1990",Kitami,"A. Takahashi , K. Watanabe",EUN,7.5
4645,"September 16, 1990",Kitami,"T. Fujii , K. Watanabe",·,17.0
4646,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",NYS,5.3
4647,"October 9, 1931",Heidelberg,K. Reinmuth,·,14.0
4648,"October 18, 1931",Heidelberg,K. Reinmuth,·,10.0
4649,"December 20, 1936",Nice,M. Laugier,·,15.0
4650,"October 5, 1950",Heidelberg,K. Reinmuth,·,5.0
4651,"October 31, 1957",Nanking,Purple Mountain,KOR,7.9
4652,"August 30, 1975",El Leoncito,Félix Aguilar Observatory,(1547),6.3
4653,"April 1, 1976",Nauchnij,N. S. Chernykh,·,7.8
4654,"September 11, 1977",Nauchnij,N. S. Chernykh,·,4.5
4655,"September 1, 1978",Nauchnij,N. S. Chernykh,·,5.3
4656,"November 7, 1978",Palomar,"E. F. Helin , S. J. Bus",KOR,6.9
4657,"September 22, 1979",Nauchnij,N. S. Chernykh,THM,16.0
4658,"September 24, 1979",Nauchnij,N. S. Chernykh,·,12.0
4659,"March 2, 1981",Siding Spring,S. J. Bus,NYS,3.6
4660,"February 28, 1982",Palomar,E. F. Helin,APO · PHA,0.33
4661,"November 17, 1982",Yebes,"de Pascual, M.",·,6.0
4662,"April 19, 1984",Kleť,A. Mrkos,·,17.0
4663,"September 27, 1984",Kleť,A. Mrkos,·,29.0
4664,"August 14, 1985",Anderson Mesa,E. Bowell,KOR,10.0
4665,"October 15, 1985",Anderson Mesa,E. Bowell,·,10.0
4666,"May 4, 1986",Palomar,C. S. Shoemaker,PHO · moon,6.8
4667,"November 4, 1986",Siding Spring,R. H. McNaught,·,6.9
4668,"February 21, 1987",La Silla,H. Debehogne,EOS,14.0
4669,"October 27, 1987",Brorfelde,P. Jensen,·,3.9
4670,"December 19, 1987",Geisei,T. Seki,·,4.4
4671,"January 10, 1988",Kleť,A. Mrkos,·,6.2
4672,"April 17, 1988",Kushiro,"S. Ueda , H. Kaneda",·,28.0
4673,"June 8, 1988",Palomar,C. S. Shoemaker,MAR,11.0
4674,"May 2, 1989",Palomar,E. F. Helin,H · moon,4.8
4675,"September 19, 1990",Geisei,T. Seki,·,4.0
4676,"September 16, 1990",Kitami,"T. Fujii , K. Watanabe",·,8.0
4677,"September 26, 1990",Kitami,"A. Takahashi , K. Watanabe",THM,14.0
4678,"September 24, 1990",Siding Spring,R. H. McNaught,·,5.0
4679,"October 9, 1990",Siding Spring,R. H. McNaught,·,12.0
4680,"August 31, 1937",Hamburg-Bergedorf,H.-U. Sandig,·,5.0
4681,"October 8, 1969",Nauchnij,L. I. Chernykh,EOS,12.0
4682,"September 27, 1973",Nauchnij,L. I. Chernykh,·,3.9
4683,"April 1, 1976",Nauchnij,N. S. Chernykh,THM,17.0
4684,"April 10, 1978",La Silla,H. Debehogne,·,5.2
4685,"September 27, 1978",Nauchnij,N. S. Chernykh,THM,19.0
4686,"September 22, 1979",Nauchnij,N. S. Chernykh,·,3.5
4687,"September 24, 1979",Nauchnij,N. S. Chernykh,HYG,12.0
4688,"November 29, 1980",Palomar,C. T. Kowal,AMO,0.6
4689,"December 30, 1980",Anderson Mesa,E. Bowell,slow,6.1
4690,"January 9, 1983",Anderson Mesa,B. A. Skiff,H,3.2
4691,"October 7, 1983",Kleť,A. Mrkos,(2076),7.1
4692,"November 4, 1983",Anderson Mesa,B. A. Skiff,·,4.9
4693,"November 28, 1983",Anderson Mesa,E. Bowell,·,4.8
4694,"August 14, 1985",Anderson Mesa,E. Bowell,·,7.7
4695,"September 7, 1985",La Silla,H. Debehogne,EUN,10.0
4696,"October 15, 1985",Anderson Mesa,E. Bowell,KOR,10.0
4697,"August 26, 1986",La Silla,H. Debehogne,NYS,7.8
4698,"September 4, 1986",Kleť,A. Mrkos,·,4.4
4699,"November 4, 1986",Siding Spring,R. H. McNaught,EUN,4.2
4700,"November 6, 1986",Anderson Mesa,E. Bowell,(5),7.8
4701,"November 6, 1986",Anderson Mesa,E. Bowell,·,14.0
4702,"April 23, 1987",Kleť,A. Mrkos,GEF,8.5
4703,"January 16, 1988",Kagoshima,"M. Mukai , Takeishi, M.",·,4.3
4704,"January 28, 1988",Siding Spring,R. H. McNaught,EUN,5.1
4705,"February 13, 1988",Bologna,San Vittore,·,5.6
4706,"February 16, 1988",Kavalur,"Rajamohan, R.",·,5.6
4707,"August 13, 1988",Palomar,C. S. Shoemaker,L5,38.0
4708,"September 11, 1988",Palomar,C. S. Shoemaker,L5,55.0
4709,"October 12, 1988",Palomar,C. S. Shoemaker,L5,91.0
4710,"January 4, 1989",Siding Spring,R. H. McNaught,(883),6.6
4711,"May 31, 1989",Palomar,H. E. Holt,·,8.2
4712,"August 25, 1989",Kitami,"K. Endate , K. Watanabe",·,29.0
4713,"August 26, 1989",Siding Spring,R. H. McNaught,H,6.3
4714,"September 29, 1989",Kitami,"T. Fujii , K. Watanabe",EOS,19.0
4715,"October 9, 1989",Gekko,Y. Oshima,L5,62.0
4716,"October 30, 1989",Cerro Tololo,S. J. Bus,·,15.0
4717,"November 20, 1989",Kani,"Y. Mizuno , T. Furuta",EOS,18.0
4718,"November 13, 1990",Kitami,"T. Fujii , K. Watanabe",·,5.9
4719,"November 21, 1990",Kushiro,"S. Ueda , H. Kaneda",·,10.0
4720,"December 19, 1990",Kushiro,"S. Ueda, H. Kaneda",·,6.0
4721,"September 29, 1973",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,4.6
4722,"October 16, 1977",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",L5,50.0
4723,"October 11, 1937",Heidelberg,K. Reinmuth,·,10.0
4724,"January 18, 1961",Tautenburg Observatory,"C. Hoffmeister , J. Schubart",·,6.5
4725,"December 31, 1975",El Leoncito,Félix Aguilar Observatory,·,10.0
4726,"September 25, 1976",Harvard Observatory,Harvard Observatory,·,8.3
4727,"October 24, 1979",Tautenburg Observatory,F. Börngen,KOR,7.2
4728,"November 11, 1979",Nauchnij,N. S. Chernykh,·,4.0
4729,"September 8, 1980",Nauchnij,L. V. Zhuravleva,·,6.0
4730,"December 7, 1980",Nanking,Purple Mountain,EOS ·,25.0
4731,"March 1, 1981",Siding Spring,S. J. Bus,·,10.0
4732,"May 3, 1981",Anderson Mesa,E. Bowell,·,30.0
4733,"April 19, 1982",Harvard Observatory,Oak Ridge Observatory,·,4.7
4734,"October 19, 1982",Tautenburg Observatory,F. Börngen,MAS,3.0
4735,"January 9, 1983",Anderson Mesa,E. Bowell,·,5.1
4736,"January 13, 1983",Palomar,C. S. Shoemaker,H,2.8
4737,"August 24, 1985",Nauchnij,N. S. Chernykh,·,8.8
4738,"September 15, 1985",Palomar,"Goldstein, D. B.",EUN,8.2
4739,"October 15, 1985",Anderson Mesa,E. Bowell,·,7.0
4740,"October 22, 1985",Nauchnij,L. V. Zhuravleva,·,11.0
4741,"November 10, 1985",Nauchnij,L. G. Karachkina,THM,17.0
4742,"November 26, 1986",Bologna,San Vittore,PHO,6.6
4743,"February 16, 1988",Kitami,"T. Fujii , K. Watanabe",·,4.1
4744,"September 2, 1988",La Silla,H. Debehogne,·,19.0
4745,"July 9, 1989",Palomar,H. E. Holt,EOS,13.0
4746,"October 9, 1989",Kitami,"A. Takahashi , K. Watanabe",THM,22.0
4747,"November 19, 1989",Kushiro,"S. Ueda , H. Kaneda",EOS,14.0
4748,"November 20, 1989",Toyota,"K. Suzuki , T. Urata",·,12.0
